date,branch,product,mass,materials,lifeCycleStep,lifeCycleStepCountry,impact,value,norm_value_ecs
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,pma,5.38E-07,68.36989623
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,swe,0.004587029938,5.867207726
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,tre,0.02873434756,5.088314779
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,wtu,0.477051545,2.986589668
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,ecs,323.3602805,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,pef,395.7940172,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,acd,0.006617331708,6.227992844
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,cch,0.7808588626,24.88424963
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,fru,7.882289391,8.51230942
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,fwe,1.63E-08,0.0002409980028
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ior,0.01065899154,0.1068384474
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ldu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,mru,6.29E-08,0.06296230877
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ozd,4.66E-13,4.63E-07
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,pco,0.004793629181,4.728023456
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,pma,2.45E-07,31.17921758
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,swe,0.001738606945,2.223828542
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,tre,0.01897344213,3.359841242
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ecs,71.11740934,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,pef,88.57333298,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,acd,0.05469129664,51.47346682
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,cch,5.319033193,169.5058558
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,fru,56.03836794,60.51743392
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,fwe,1.56E-07,0.002294984788
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ior,0.07977827364,0.7996428986
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ldu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,mru,3.36E-07,0.3367536311
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ozd,4.04E-11,4.01E-05
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,pco,0.02387276476,23.54604152
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,pma,1.95E-06,247.349598
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,swe,0.008163037068,10.4412299
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,tre,0.08944533312,15.83909325
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ecs,507.2572797,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,pef,634.2347752,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,acd,0.06669182577,62.76793003
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,cch,8.509199992,271.1694353
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,fru,72.29521254,78.07366467
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,fwe,0.0001737287982,2.562387601
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,ior,0.06778943222,0.6794749447
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,ldu,1.341444231,0.1096729503
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,mru,5.88E-05,58.87500176
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,ozd,4.96E-05,49.25474979
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,pco,0.03342409683,32.96665383
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,pma,1.65E-06,210.4072784
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,swe,0.01964668129,25.12980334
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,tre,0.1676306208,29.68424333
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,ecs,718.8631986,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,pef,889.3371111,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,acd,0.04768470888,44.87912028
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,cch,4.569326629,145.6143612
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,fru,49.54560886,53.50571795
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,fwe,0.0001573670434,2.321062283
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,ior,0.04604707699,0.4615444335
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,ldu,0.32437665,0.02652018132
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,mru,7.10E-07,0.7106645755
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,ozd,4.48E-09,0.004450442435
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,pco,0.02454176669,24.20588747
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,pma,1.32E-06,167.9915931
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,swe,0.01266267849,16.19666017
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,tre,0.1221724617,21.63445477
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,ecs,417.8234959,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Confection,IN,pef,520.5588924,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,acd,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,cch,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,fru,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,fwe,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,ior,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,ldu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,mru,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,ozd,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,pco,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,pma,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,swe,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,tre,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,ecs,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Distribution,FR,pef,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,acd,0.001918340287,1.805472373
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,cch,0.7187951059,22.9064146
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,fru,49.42114205,53.3713027
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,fwe,0.0001148885378,1.694531752
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,ior,17.20139617,172.4150407
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,ldu,10.968102,0.8967231573
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,mru,1.52E-06,1.523535108
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,ozd,9.12E-08,0.09063834615
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,pco,0.001537154821,1.516117283
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,pma,3.87E-08,4.926729731
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,swe,0.0005510471297,0.7048369033
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,tre,0.003376067432,0.5978383107
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,ecs,229.5691187,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Utilisation,FR,pef,303.7955352,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,acd,0.0001854879,0.1745744909
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,cch,0.524349808,16.70987184
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,fru,-0.5303273,-0.5727155967
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,fwe,4.02E-06,0.05931421426
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,ior,-0.063316218,-0.6346385022
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,ldu,0.00292578,0.0002392040737
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,mru,2.48E-08,0.02485344369
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,ozd,-7.17E-11,-7.12E-05
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,pco,0.0004660215,0.4596435185
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,pma,1.77E-09,0.2248666372
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,swe,0.00031604925,0.4042543054
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,tre,0.001112403,0.1969857368
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,ecs,14.91662044,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",Fin de vie,FR,pef,15.01998362,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,acd,0.01645829813,15.48995388
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,cch,2.095796718,66.78841876
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,etf,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,etf-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,fru,24.59259822,26.55824915
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,fwe,7.00E-07,0.01032779641
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,htc,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,htc-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,htn,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,htn-c,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,ior,0.06623377648,0.6638821147
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,ldu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,mru,9.17E-07,0.918473678
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,ozd,6.01E-10,0.0005975005476
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,pco,0.01444263719,14.24497491
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,pma,1.16E-07,14.72076853
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,swe,0.005524334519,7.066101292
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,tre,0.06044940132,10.7044568
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,wtu,0,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,ecs,137.5351592,0
2023-10-24,master,jean,0.45,"[{'id': 'pet', 'share': 1}]",transports,,pef,165.5376254,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,acd,0.02490082571,23.43575495
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,cch,4.262896098,135.8490961
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,etf,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,etf-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,fru,77.69061174,83.90031035
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,fwe,0.0004772520271,7.03915925
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,htc,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,htc-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,htn,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,htn-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,ior,0.9099983017,9.121201131
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,ldu,14.63075061,1.19617167
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,mru,1.26E-05,12.59599951
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,ozd,1.90E-07,0.1892628653
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,pco,0.01417357534,13.97959545
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,pma,5.38E-07,68.36989623
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,swe,0.004587029938,5.867207726
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,tre,0.02873434756,5.088314779
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,wtu,0.477051545,2.986589668
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,ecs,369.6185597,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Matières premières,CN,pef,395.7940172,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,acd,0.006617331708,6.227992844
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,cch,0.7808588626,24.88424963
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,etf,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,etf-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,fru,7.882289391,8.51230942
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,fwe,1.63E-08,0.0002409980028
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htc,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htc-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htn,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,htn-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ior,0.01065899154,0.1068384474
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ldu,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,mru,6.29E-08,0.06296230877
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ozd,4.66E-13,4.63E-07
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,pco,0.004793629181,4.728023456
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,pma,2.45E-07,31.17921758
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,swe,0.001738606945,2.223828542
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,tre,0.01897344213,3.359841242
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,wtu,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,ecs,81.28550494,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Filature,CN,pef,88.57333298,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,acd,0.05469129664,51.47346682
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,cch,5.319033193,169.5058558
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,etf,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,etf-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,fru,56.03836794,60.51743392
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,fwe,1.56E-07,0.002294984788
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htc,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htc-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htn,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,htn-c,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ior,0.07977827364,0.7996428986
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ldu,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,mru,3.36E-07,0.3367536311
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ozd,4.04E-11,4.01E-05
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,pco,0.02387276476,23.54604152
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,pma,1.95E-06,247.349598
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,swe,0.008163037068,10.4412299
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,tre,0.08944533312,15.83909325
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,wtu,0,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,ecs,579.8114508,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Tissage & Tricotage,IN,pef,634.2347752,0
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,acd,0.06669182577,62.76793003
2023-10-24,pr371,jean,0.45,"[{'id': 'pet', 'share': 1}]",Ennoblissement,IN,cch,8.509199992,271.1694353
